BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB1113,CH0573,SB0663,Delegate Kramer,"[{'Name': 'Delegate Kramer'}, {'Name': 'Delegate Arentz'}, {'Name': 'Delegate Aumann'}, {'Name': 'Delegate Barkley'}, {'Name': 'Delegate Barve'}, {'Name': 'Delegate Beidle'}, {'Name': 'Delegate Bromwell'}, {'Name': 'Delegate Brooks'}, {'Name': 'Delegate Carr'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Dumais'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Frick'}, {'Name': 'Delegate Frush'}, {'Name': 'Delegate Gilchrist'}, {'Name': 'Delegate Gutierrez'}, {'Name': 'Delegate Haynes'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hixson'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kelly'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Korman'}, {'Name': 'Delegate Krimm'}, {'Name': 'Delegate Lam'}, {'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Mautz'}, {'Name': 'Delegate McComas'}, {'Name': 'Delegate McDonough'}, {'Name': 'Delegate Miller, A.'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Morales'}, {'Name': 'Delegate Morhaim'}, {'Name': 'Delegate Platt'}, {'Name': 'Delegate Reznik'}, {'Name': 'Delegate Robinson, S.'}, {'Name': 'Delegate Smith'}, {'Name': 'Delegate Valderrama'}, {'Name': 'Delegate Waldstreicher'}, {'Name': 'Delegate Washington, A.'}, {'Name': 'Delegate West'}]","Prohibiting the sale, transfer, offer to sell or transfer, barter, trade, or auction of dogs and cats at specified locations; authorizing  animal control officers and officers of specified humane organizations to enforce specified provisions of the Act; providing that a retail pet store may only offer for sale a dog or cat obtained from specified persons; requiring a retail pet store to post on each dog's cage specified information and maintain a record that includes information about the breeder or dealer, if applicable; etc.",Commercial Sale of Dogs and Cats - Prohibited Acts (Companion Animal Welfare Act),Approved by the Governor - Chapter 573,Economic Matters,,Finance,,2016-02-11,2016-03-08T13:00:00,,2016-03-14,Favorable with Amendments,2016-03-12,Passed with Amendments,2016-03-13,Passed,2016-03-17,2016-03-29T13:00:00,,2016-03-31,Favorable,2016-03-27,Passed,2016-03-28,Passed,Returned Passed,True,False,False,"[{'Code': 'c2', 'Name': 'Business Regulation and Occupations'}]","[{'Code': 'abuse', 'Name': 'Abuse -see also- Child Abuse & Neg.; Elder Abuse & Neg., etc'}, {'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'adoption', 'Name': 'Adoption'}, {'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'agricud', 'Name': 'Agriculture, Department of'}, {'Code': 'animals', 'Name': 'Animals -see also- Birds; Turtles'}, {'Code': 'associations', 'Name': 'Associations -see also- Cooperative Associations'}, {'Code': 'auctions', 'Name': 'Auctions'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'consump', 'Name': 'Consumer Protection -see also- Unfair Trade Practices'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'dealers', 'Name': 'Dealers -see also- Motor Vehicle Dealers and Salesmen'}, {'Code': 'inspections', 'Name': 'Inspections -see also- Motor Vehicle Inspection'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'unfairtp', 'Name': 'Unfair Trade Practices'}]",Regular,T,"[{'Article': {'Code': 'gbr', 'Title': 'Business Regulation'}, 'Sections': [{'Section': '19-104'}, {'Section': '19-701'}, {'Section': '19-702'}, {'Section': '19-702.1'}, {'Section': '19-703'}, {'Section': '19-706'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1115,CH0732,,Montgomery County Delegation,[{'Name': 'Montgomery County Delegation'}],Increasing from $25 to $125 the license fee that an applicant for a county license to sell cigarettes at retail in Montgomery County must pay; requiring the Clerk of the Circuit Court for Montgomery County to distribute a specified amount of each license fee to the Comptroller and to Montgomery County; and prohibiting the use of specified funds to supplant existing funding for the enforcement of laws banning the sale or distribution of tobacco or tobacco products to minors.,Montgomery County - Cigarette Retailers - County License Fee MC 12-16,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 732",Economic Matters,,Finance,,2016-02-11,2016-03-02T13:00:00,,2016-03-14,Favorable,2016-03-12,Passed,2016-03-19,Passed,2016-03-20,2016-04-06T13:00:00,,2016-04-07,Favorable with Amendments,2016-04-01,Passed with Amendments,2016-04-03,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}, {'Code': 'c2', 'Name': 'Business Regulation and Occupations'}]","[{'Code': 'cigarettes', 'Name': 'Cigarettes -see also- Smoking'}, {'Code': 'circuic', 'Name': 'Circuit Courts'}, {'Code': 'clerksc', 'Name': 'Clerks of Court'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'tobacco', 'Name': 'Tobacco'}]",Regular,E,"[{'Article': {'Code': 'gbr', 'Title': 'Business Regulation'}, 'Sections': [{'Section': '16-101'}, {'Section': '16-301'}, {'Section': '16-302'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1123,CH0500,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]","Altering a specified provision of law to provide that the boundaries of the Maryland-Washington Metropolitan District do not include the City of Greenbelt as its boundaries are defined on July 1, 2016.",Maryland-Washington Metropolitan District - Boundaries - City of Greenbelt PG/MC 117-16,Approved by the Governor - Chapter 500,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-17T13:00:00,,2016-03-19,Favorable,2016-03-17,Passed,2016-03-18,Passed,2016-03-19,2016-03-31T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'districol', 'Name': 'District of Columbia'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}]",Regular,T,"[{'Article': {'Code': 'glu', 'Title': 'Land Use'}, 'Sections': [{'Section': '19-102'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1127,CH0298,,Prince George's County Delegation,"[{'Name': ""Prince George's County Delegation""}]",Applying to Prince George's County specified provisions of law regarding the dissemination of voter information material in multifamily residential structures; etc.,Prince George's County - Dissemination of Voter Information Material - Multifamily Residential Structures PG 408-16,Approved by the Governor - Chapter 298,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-02T14:30:00,,2016-03-16,Favorable,2016-03-14,Passed,2016-03-15,Passed,2016-03-18,2016-03-31T13:00:00,,2016-04-05,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'g1', 'Name': 'Elections'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'apartments', 'Name': 'Apartments'}, {'Code': 'condominiums', 'Name': 'Condominiums'}, {'Code': 'elections', 'Name': 'Elections -see also- Ballots; Camp Financ; Pol Cands; Voting'}, {'Code': 'electisb', 'Name': 'Elections, State Board of'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'politica', 'Name': 'Political Candidates'}, {'Code': 'politip', 'Name': 'Political Parties'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'voting', 'Name': 'Voting -see also- Ballots; Elections'}]",Regular,T,"[{'Article': {'Code': 'gel', 'Title': 'Election Law'}, 'Sections': [{'Section': '1-303'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1128,CH0501,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]",Altering which cycle of specified regulations adopted by the United States Environmental Protection Agency is the basis for the requirement that the WSSC conduct quarterly testing of drinking water in the Commission system for unregulated contaminants.,Washington Suburban Sanitary Commission - Drinking Water - Testing PG/MC 113-16,Approved by the Governor - Chapter 501,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-11T13:00:00,,2016-03-17,Favorable,2016-03-14,Passed,2016-03-16,Passed,2016-03-18,2016-03-29T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'chemict', 'Name': 'Chemical Tests'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'enviroh', 'Name': 'Environmental Health -see also- Pollution'}, {'Code': 'examinations', 'Name': 'Examinations'}, {'Code': 'hazardts', 'Name': 'Hazardous and Toxic Substances -see also- Asbestos; Radiatn '}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sanitad', 'Name': 'Sanitary Districts -see also- Wash Sub Sanitary District'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'washinssd', 'Name': 'Washington Suburban Sanitary District'}, {'Code': 'water', 'Name': 'Water'}]",Regular,T,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '28-301'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1129,CH0502,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]",Repealing a requirement that members of the Washington Suburban Sanitary Commission from Montgomery County reside in the Washington Suburban Sanitary District.,Washington Suburban Sanitary Commission - Commissioners Appointed From Montgomery County - Qualifications PG/MC 116-16,Approved by the Governor - Chapter 502,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-17T13:00:00,,2016-03-19,Favorable with Amendments,2016-03-17,Passed with Amendments,2016-03-18,Passed,2016-03-19,2016-03-31T13:00:00,,2016-04-05,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'politip', 'Name': 'Political Parties'}, {'Code': 'washinssd', 'Name': 'Washington Suburban Sanitary District'}]",Regular,T,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '17-102'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1135,CH0299,,Prince George's County Delegation,"[{'Name': ""Prince George's County Delegation""}]","Requiring the County Executive and County Council of Prince George's County to recognize and categorize the Board of License Commissioners of Prince George's County as a public safety agency for budgetary purposes; authorizing the County Council to include in the budget a  maximum of $50,000 to maintain software and mobile devices used to modernize practices and increase the efficiency and transparency of the Board; requiring the County Executive and County Council to establish a specified fund for specified purposes; etc.",Prince George's County - Board of License Commissioners - Budget and Funding PG 308-16,Approved by the Governor - Chapter 299,Economic Matters,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-02-22T13:00:00,,2016-03-16,Favorable with Amendments,2016-03-13,Passed with Amendments,2016-03-14,Passed,2016-03-18,2016-04-01T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'countyco', 'Name': 'County Councils'}, {'Code': 'countye', 'Name': 'County Executives'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}]",Regular,T,"[{'Article': {'Code': 'g2b', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '10-204'}, {'Section': '15-109'}]}, {'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '26-205'}, {'Section': '26-207'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1138,CH0733,SB0780,Prince George's County Delegation,"[{'Name': ""Prince George's County Delegation""}]","Altering the areas within which multifamily housing designated as student housing is exempt from the Prince George's County school facilities surcharge; and establishing an exemption from the school facilities surcharge for specified multifamily housing designated as graduate student housing by the City of College Park; and authorizing the Prince George's County Council, by resolution, to reverse a designation by the City of College Park of multifamily housing as graduate student housing within 60 days of the designation.",Prince George's County - School Facilities Surcharge - Student Housing Exemptions PG 439-16,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 733",Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-11T13:00:00,,2016-03-16,Favorable with Amendments,2016-03-16,Passed with Amendments,2016-03-17,Passed,2016-03-19,,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'students', 'Name': 'Students'}]",Regular,T,"[{'Article': {'Code': 'l17', 'Title': ""Prince George's County""}, 'Sections': [{'Section': '10-192.01'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB1139,CH0300,,"Delegate Washington, M.","[{'Name': 'Delegate Washington, M.'}, {'Name': 'Delegate Barron'}, {'Name': 'Delegate Carter'}, {'Name': 'Delegate Conaway'}, {'Name': 'Delegate Glenn'}, {'Name': 'Delegate Hixson'}, {'Name': 'Delegate Jackson'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kelly'}, {'Name': 'Delegate Lierman'}, {'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Platt'}, {'Name': 'Delegate Sydnor'}, {'Name': 'Delegate Tarlau'}, {'Name': 'Delegate Walker'}, {'Name': 'Delegate Young, P.'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Fennell'}, {'Name': 'Delegate Hornberger'}, {'Name': 'Delegate Patterson'}, {'Name': 'Delegate Washington, A.'}]",Requiring the State Department of Education to notify each local school system and each community school in the State that federal Title I funds may be used for expenses associated with community school coordinators and for the coordination of school and community resources under specified circumstances; requiring the Department to encourage specified school systems and schools in the State to apply for specified federal funding; requiring the Department to provide technical assistance to schools in applying for federal funding; etc.,Education - Community School Strategy - Required Notice and Support,Approved by the Governor - Chapter 300,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-02-11,2016-03-10T13:00:00,,2016-04-01,Favorable with Amendments,2016-03-27,Passed with Amendments,2016-03-28,Passed,2016-03-29,2016-04-07T13:00:00,,2016-04-11,Favorable,2016-04-04,Passed,2016-04-05,Passed,Returned Passed,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'assessments', 'Name': 'Assessments'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'disabilities', 'Name': 'Disabilities -see also- Blind; Deaf; Developmental'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'food', 'Name': 'Food -see also- Kosher; Meat, Poultry, Seafood; Milk'}, {'Code': 'health', 'Name': 'Health -see also- Mental Health'}, {'Code': 'indigep', 'Name': 'Indigent Persons'}, {'Code': 'jobt', 'Name': 'Job Training'}, {'Code': 'juvenic', 'Name': 'Juvenile Causes'}, {'Code': 'language', 'Name': 'Language'}, {'Code': 'mentalh', 'Name': 'Mental Health'}, {'Code': 'mentors', 'Name': 'Mentors'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'socialserv', 'Name': 'Social Services -see also- Welfare'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'teachers', 'Name': 'Teachers'}, {'Code': 'truancy', 'Name': 'Truancy'}]",Regular,T,,2016 Regular Session,2019-10-22T15:11:33.903
HB1144,CH0134,,"Delegate Miller, W.","[{'Name': 'Delegate Miller, W.'}]","Establishing the Retail Choice Customer Education and Protection Fund as a special, nonlapsing fund; specifying the purpose of the Fund; requiring the Public Service Commission to administer the Fund; requiring the State Treasurer to hold the Fund and the Comptroller to account for the Fund; specifying the contents of the Fund; specifying the purpose for which the Fund may be used; providing for the investment of money in and expenditures from the Fund; requiring that specified civil penalties be paid into the Fund; etc.",Gas and Electric Companies - Retail Choice Customer Education and Protection Fund,Approved by the Governor - Chapter 134,Economic Matters,,Finance,,2016-02-11,2016-02-25T13:00:00,,2016-03-08,Favorable,2016-03-09,Passed,2016-03-11,Passed,2016-03-14,2016-03-30T13:00:00,,2016-04-01,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'consump', 'Name': 'Consumer Protection -see also- Unfair Trade Practices'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'investments', 'Name': 'Investments -see also- Securities'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'publicsc', 'Name': 'Public Service Commission'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'treasurers', 'Name': 'Treasurers'}, {'Code': 'unfairtp', 'Name': 'Unfair Trade Practices'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}]",Regular,T,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '13-201'}, {'Section': '7-310'}, {'Section': '7-505'}, {'Section': '7-507'}, {'Section': '7-603'}, {'Section': '7-604'}, {'Section': '7-606'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
