Bill Number,Title,Status,Synopsis,Cross-filed bill,File codes,Subjects
HB0482,Occupational Licensing and Certification - Criminal History - Predetermination Review Process,Passed Enrolled,"Providing that ""department"" does not include the Maryland Department of Health or the Department of Public Safety and Correctional Services for purposes of certain provisions prohibiting a department from refusing to issue an occupational license or certificate based on a certain conviction under certain circumstances; establishing a predetermination review process for occupational licenses and certificates in certain departments of State government; authorizing a department to charge a criminal history review fee of up to $100; etc.",,Business Occupations and Professions|Criminal Law - Procedures,"Agriculture, Department of|Certifications|Criminal Background Investigations|Environment, Department of the|Ex-Offenders|Fees -see also- Attys' Fees; Devt Fees & Taxes|Forms|Health -see also- COVID19; EnvHlth; MedCon; etc.|Human Services, Department of|Labor, Department of|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Low-Income|Poverty|Records -see also- Land Records; Vital Records|Reports|State Employees|Sunset|Time|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
HB0485,St. Mary's County - Corrections,Returned Passed,"Adding programs, a day reporting program, an in-patient treatment program, and a pretrial release supervision program, that the St. Mary's County Sheriff is authorized to establish; repealing a requirement that the Sheriff or the Sheriff's designee collect the earnings of a certain individual participating in a certain program; and authorizing the Sheriff or the Sheriff's designee to direct an individual participating in a certain program to provide proof that the individual has made payments toward certain obligations.",,Corrections|Public Safety|Counties - Local Laws,"Counselors -see also- Social Workers|Court Orders|Education -see also- ContEd; DrvEd; HigherEd; etc.|Fees -see also- Attys' Fees; Devt Fees & Taxes|Fines -see also- Penalties and Sentences|Incarcerated Individuals|Medical Treatments|Prerelease and Reentry|Salaries and Compensation -see also- Overtime; Reimb. Rates|Sheriffs|St. Mary's County|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
HB0486,St. Mary's County - Alcoholic Beverages - Civil Penalty for Sales Violations,Returned Passed,"Increasing, from $1,000 to $2,500, the maximum civil penalty that the Board of License Commissioners for St. Mary's County may impose for a violation of a law relating to licensing the sale of alcoholic beverages.",,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Distribution|Alcoholic Beverages - By Subdivision|License Commissioners, Boards of|Penalties and Sentences -see also- Death Penalty|St. Mary's County"
HB0489,Maryland Department of Labor - Study on Building Code Requirements for Single-Staircase Buildings,Passed Enrolled,"Requiring the Maryland Department of Labor to study building code requirements for single-staircase buildings in the State and other States and analyze best practices when drafting building code requirements; requiring the Department to make legislative and regulatory recommendations for the purpose of increasing the affordable housing supply by reducing barriers to multifamily housing development; and requiring the Department to report to the Governor and certain committees of the General Assembly by December 1, 2026.",SB0436,Public Safety|Housing and Community Development,"Apartments|Building Codes|Construction|Fire Protection|Historical Matters -see also- Archives; Monumts; Museum; etc|Labor, Department of|Reports|Safety -see also- Occupational Safety|Standards and Best Practices|Studies -see also- Commitees & Commissions; Reports|Urban Areas|Utilities -see also- Recycl; Refuse; Sewage; Teleph; Water|Water -see also- Coastal Bays; Riv,Str,Lks; Wastewater; etc."
HB0490,St. Mary's County - Competitive Bidding - Threshold,Returned Passed,"Increasing the minimum contract value to $50,000 to require a competitive bidding process in St. Mary's County for contracts for services or supplies.",,Counties - Local Laws,Contracts -see also- Procurement|Goods and Services -see also- Retail Sales; TermnSvc; TrfGds|Procurement|St. Mary's County
HB0491,St. Mary's County - Metropolitan Commission - Discontinuance of Service,Returned Passed,"Authorizing the St. Mary's County Metropolitan Commission to discontinue all or part of water or sewer service provided to an improved private property determined to be unsafe, unfit, or unsuitable for human occupancy due to an accident, artificial disaster, or natural disaster; requiring the suspension of the ready-to-serve charge on certain private properties; and authorizing the St. Mary's County Metropolitan Commission to utilize certain remedies for a violation related to certain public water and sewer use.",,Counties - Local Laws,"Committees and Commissions|Penalties and Sentences -see also- Death Penalty|Rules and Regulations|Safety -see also- Occupational Safety|Sewage|St. Mary's County|Termination of Services|Wastewater|Water -see also- Coastal Bays; Riv,Str,Lks; Wastewater; etc."
HB0492,Frederick County - County Employees and Volunteers - Criminal History Records Check,Returned Passed,Authorizing the Director of Human Resources of Frederick County to request from the Criminal Justice Information System Central Repository of the Department of Public Safety and Correctional Services a State and national criminal history records check for a prospective or current county employee or county volunteer; requiring the Central Repository to forward certain information to certain persons; requiring that the information remain confidential and that it be used only for personnel-related purposes; etc.,SB0995,Criminal Law - Procedures|Counties - Local Laws,Criminal Background Investigations|Fees -see also- Attys' Fees; Devt Fees & Taxes|Fingerprinting|Frederick County|Privacy|Public Employees -see also- State Employees|Public Officials -see also- Atty Gen; Compt; Coun Admin; etc|Records -see also- Land Records; Vital Records|Volunteers
HB0494,Recreational Equality for Service Members Act,Returned Passed,"Establishing rules of interpretation related to the uniformed services; altering the rule of interpretation for ""veteran""; altering the application of certain provisions of law governing public health and the regulation of health occupations to apply to all uniformed services, rather than only the armed forces; altering the circumstances under which licenses for fishing in tidal waters do not lapse; etc.",SB0282,"Hunting and Fishing|State Government - Agencies, Offices, and Officials","Armed Forces -see also- Military Department; Veterans|Chesapeake Bay -see also- Chesapeake Bay Restoration|Fish and Fishing -see also- Aquaculture; FishNets&Dev|Forests and Parks -see also- MdNatlCapPkPlnCm; Plants; etc.|Identification -see also- Biometrics; Fingerprinting; DrLics|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Military Families|Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.|Natural Resources -see also- Coal; For&Pks; Rivers; etc.|Natural Resources, Department of|Rules and Regulations|Sports and Recreation|Veterans"
HB0497,Residential Child Care Programs - Transportation Companies - Regulation (Preventing Abduction in Youth Transport Act of 2025),Returned Passed,Prohibiting transportation companies that transport children to residential child care programs from using certain restraints unless there is a substantial likelihood of imminent serious physical harm to a child or others; prohibiting transportation companies that transport children to residential child care programs from picking up children between the hours of 9 p.m. and 6 a.m.; authorizing an individual and the Attorney General to bring a certain civil action against certain transportation companies; and applying the Act prospectively.,SB0400,Social Services - Generally|Children,Abduction|Attorneys' Fees|Attorney General|Camps|Child Care|Children (4-12)|Civil Actions -see also- Small Claims|Courts -see also- AppCt; Circuit; District; Orphans'; etc.|Damages|Disabilities|Discipline|Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.|Repeat Offenders|Restitution|Substance Abuse Treatment|Time|Transportation -see also- Aircraft; Airports; Boats; etc
HB0500,Procurement Reform Act of 2025,Passed Enrolled,Authorizing the Secretary of General Services to delegate certain powers and duties to the Chief Procurement Officer; altering the authority of the Department of General Services to engage in or control procurement of certain equipment and services; requiring the Department of Information Technology to establish a technical procurement team; altering the authority of the Department of Transportation and the Maryland Transportation Authority to engage in procurement for certain supplies and services; etc.,SB0426,State Government - Procurement,"Administrative Agencies|Agriculture, Department of|Annotated Code of Maryland|Apprentices|Chesapeake Bay Restoration|Committees and Commissions|Contractors -see also- Construct; Electricians; etc.|Contracts -see also- Procurement|Cybersecurity|Data -see also- Census; Demographics|Diversity, Equity, and Inclusion|Electronic Commerce -see also- Electronic Funds Transfer|Electronic Government|Environment, Department of the|Environmental Service, Maryland|Equipment -see also- Charging; Med. Equip.; MV Equip; etc.|General Assembly -see also- AELR Cmte; LegislativePolCmte|General Services, Department of|Goods and Services -see also- Retail Sales; TermnSvc; TrfGds|Industry and Technology|Information Technology, Department of|Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins|Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.|Internet -see also- Internet Access|Labor, Department of|Labor and Industry, Division of|Minority Business Enterprises|Natural Resources, Department of|Notices|Prices -see also- Consumer Price Index|Procurement|Public Information|Public Officials -see also- Atty Gen; Compt; Coun Admin; etc|Public Works -see also- Brg&Tun; Hwys; PublBlgFac; etc.|Records -see also- Land Records; Vital Records|Reports|Revenue and Taxes -see also- (specific tax)|Rules and Regulations|Small Business|Solicitation|Standards and Best Practices|Studies -see also- Commitees & Commissions; Reports|Telecommunications and Information Technology|Transportation, Department of|Transportation -see also- Aircraft; Airports; Boats; etc|Veterans|Women -see also- Gender|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
